category,current_stock,avg_weekly_sales,lead_time_days,month,recommended_order_qty
Textile,52,78.14,5,8,16
Electronique,82,29.98,11,4,13
Outillage,20,44.55,19,5,148
Alimentaire,290,85.69,21,6,205
Electronique,378,72.24,14,3,0
Outillage,394,80.06,20,11,106
Electronique,106,35.9,5,1,13
Textile,315,89.69,17,1,95
Outillage,201,15.43,18,4,0
Textile,18,47.65,14,2,94
Textile,36,44.18,19,1,132
Alimentaire,219,72.26,14,5,120
Electronique,169,81.96,14,5,87
Textile,3,66.34,16,2,193
Outillage,372,57.16,20,10,0
Electronique,292,39.61,9,11,0
Outillage,200,46.91,10,9,0
Alimentaire,394,46.82,12,7,0
Textile,388,3.79,8,12,0
Electronique,389,46.27,11,5,0
Textile,103,77.33,11,6,61
Electronique,352,64.42,10,1,0
Alimentaire,201,72.02,12,9,66
Textile,290,36.36,14,2,0
Electronique,343,48.55,18,8,0
Alimentaire,65,4.95,10,10,3
Textile,179,35.7,21,3,50
Electronique,51,43.75,14,8,36
Alimentaire,111,24.46,19,4,37
Alimentaire,165,4.75,6,5,0
Textile,342,62.76,7,7,0
Outillage,345,40.29,13,3,0
Outillage,155,38.58,11,10,36
Electronique,131,24.0,14,5,20
Electronique,212,49.33,7,6,0
Electronique,364,40.55,13,10,0
Textile,390,43.71,18,3,0
Electronique,90,53.12,19,6,85
Electronique,74,2.56,9,12,0
Outillage,282,81.88,11,5,11
Outillage,120,8.26,15,2,0
Outillage,79,41.68,14,4,40
Alimentaire,12,20.25,20,12,40
Textile,161,48.09,12,10,50
Textile,156,26.66,18,10,10
Electronique,225,77.68,22,4,173
Textile,80,36.88,10,11,0
Textile,285,58.21,21,5,71
Alimentaire,272,23.9,10,10,0
Outillage,184,3.71,11,11,0
Textile,72,37.57,17,3,35
Textile,202,49.21,17,12,53
Textile,269,42.44,15,8,0
Outillage,149,86.66,8,9,62
Textile,105,64.2,6,10,3
Alimentaire,202,89.62,23,3,245
Outillage,142,27.97,22,9,13
Textile,160,71.44,22,3,167
Outillage,139,50.89,14,4,73
Electronique,121,55.83,22,2,87
Alimentaire,286,88.76,13,3,91
Outillage,184,59.55,5,12,4
Textile,186,81.1,8,4,34
Outillage,261,65.87,9,5,13
Electronique,144,13.21,11,6,0
Electronique,40,63.55,23,9,140
Outillage,341,44.62,10,7,0
Alimentaire,22,82.85,16,7,198
Textile,228,73.0,9,11,12
Alimentaire,106,11.16,17,6,0
Alimentaire,85,13.78,15,10,3
Outillage,16,8.13,7,11,0
Electronique,360,45.41,13,9,0
Outillage,171,9.11,6,1,0
Outillage,137,65.68,22,4,181
Textile,296,50.61,18,8,6
Alimentaire,15,75.56,23,6,227
Electronique,225,26.62,22,4,0
Textile,197,47.68,8,5,16
Alimentaire,221,12.34,18,1,0
Electronique,49,79.85,6,3,46
Alimentaire,381,17.4,24,10,0
Outillage,95,11.01,20,1,26
Alimentaire,271,20.04,18,11,0
Electronique,298,72.95,24,5,136
Textile,137,11.31,21,10,0
Electronique,52,56.07,22,4,150
Outillage,118,67.66,6,10,2
Outillage,322,68.1,4,7,0
Outillage,362,18.73,24,11,0
Outillage,374,7.42,9,1,0
Electronique,90,41.49,12,10,39
Electronique,242,19.82,4,4,0
Alimentaire,60,63.54,17,5,139
Alimentaire,284,33.39,21,1,27
Outillage,166,41.54,21,12,54
Textile,285,11.99,16,8,0
Textile,274,51.94,17,12,43
Outillage,397,18.33,14,7,0
Textile,195,61.75,13,2,98
Alimentaire,136,8.26,15,5,0
Alimentaire,210,87.88,23,6,271
Textile,65,62.24,9,2,77
Electronique,44,17.99,13,12,48
Textile,207,3.24,16,12,0
Textile,330,31.43,15,7,0
Textile,213,15.45,4,8,0
Textile,312,21.22,10,9,0
Outillage,71,78.8,17,9,161
Outillage,179,55.08,18,1,107
Textile,245,17.53,19,7,0
Alimentaire,139,50.99,24,10,124
Electronique,5,24.51,18,10,56
Outillage,29,87.91,16,8,174
Outillage,371,4.88,10,11,0
Textile,242,66.44,11,8,74
Outillage,105,70.02,21,5,189
Outillage,103,7.91,13,6,0
Outillage,15,17.12,19,9,14
Textile,377,35.82,6,11,0
Electronique,43,78.4,6,3,37
Electronique,303,49.26,8,4,0
Electronique,96,59.67,8,8,35
Alimentaire,134,70.91,16,10,114
Textile,109,74.87,17,5,187
Alimentaire,329,43.91,15,8,0
Electronique,13,46.77,10,1,59
Electronique,140,65.18,16,4,114
Outillage,111,25.17,6,12,0
Outillage,109,77.2,13,7,122
Alimentaire,77,3.83,7,11,0
Outillage,364,19.23,5,3,0
Textile,151,72.42,7,4,13
Outillage,167,31.94,6,12,0
Outillage,154,15.19,14,12,0
Textile,392,18.43,15,11,0
Alimentaire,135,48.71,16,4,56
Textile,136,76.46,13,10,68
Alimentaire,131,8.22,7,6,0
Alimentaire,130,4.68,4,11,0
Textile,35,42.93,18,11,103
Textile,241,86.14,24,6,230
Textile,10,26.55,9,4,23
Alimentaire,90,86.41,8,12,71
Alimentaire,80,80.12,10,6,81
Electronique,116,26.92,8,6,0
Textile,302,73.89,8,8,0
Textile,239,62.36,14,12,29
Outillage,396,47.04,20,2,0
Textile,140,39.22,18,12,47
Alimentaire,371,73.76,24,6,148
Electronique,17,71.79,11,1,139
Electronique,201,68.61,14,4,62
Alimentaire,319,89.85,11,6,53
Alimentaire,212,44.11,4,9,0
Alimentaire,373,73.01,12,7,0
Alimentaire,125,77.9,9,2,46
Outillage,13,20.62,14,6,8
Electronique,309,5.7,7,3,0
Alimentaire,27,37.62,19,4,116
Electronique,305,77.39,21,9,116
Alimentaire,293,27.44,24,10,0
Textile,337,63.6,5,2,0
Electronique,191,2.65,6,8,0
Alimentaire,358,33.27,24,6,0
Electronique,67,56.17,21,5,162
Outillage,173,13.42,16,9,0
Textile,48,80.9,10,3,107
Electronique,306,15.75,14,10,0
Electronique,285,82.06,15,5,82
Electronique,322,21.04,21,2,0
Alimentaire,305,89.5,15,10,96
Outillage,123,55.22,4,11,0
Textile,27,9.42,18,7,21
Outillage,371,7.74,20,9,0
Alimentaire,197,8.59,10,2,0
Alimentaire,37,53.91,6,5,44
Alimentaire,370,73.24,6,5,0
Electronique,397,37.46,21,10,0
Outillage,178,41.15,13,5,32
Electronique,308,53.86,15,9,2
Alimentaire,14,48.91,24,4,190
Textile,37,62.55,5,8,45
Electronique,110,43.52,8,3,0
Alimentaire,262,64.82,21,7,94
Alimentaire,53,89.76,15,1,148
Alimentaire,13,32.83,4,9,14
Electronique,267,3.07,18,1,0
Electronique,308,13.06,6,12,0
Electronique,295,50.71,20,11,0
Alimentaire,319,32.29,20,7,0
Electronique,321,84.72,21,11,128
Outillage,240,57.22,13,10,0
Electronique,207,47.79,9,2,0
Textile,342,72.23,22,9,79
Textile,139,24.76,15,5,6
Alimentaire,39,74.14,17,11,191
Outillage,300,2.27,6,11,0
Electronique,110,56.53,17,12,94
Electronique,391,84.26,16,6,31
Alimentaire,165,71.33,10,3,57
Electronique,340,77.12,20,2,116
Alimentaire,16,36.93,6,2,14
Alimentaire,263,74.53,19,12,131
Outillage,179,50.47,24,8,91
Alimentaire,185,56.43,15,5,74
Outillage,106,7.18,6,6,0
Outillage,388,19.74,15,3,0
Outillage,157,50.48,15,7,58
Electronique,340,7.17,15,6,0
Outillage,170,67.25,9,10,0
Textile,19,75.93,17,1,192
Outillage,351,82.99,9,12,3
Alimentaire,74,10.96,15,1,12
Outillage,108,84.7,16,6,148
Textile,344,7.95,17,5,0
Electronique,357,43.72,20,9,0
Alimentaire,366,75.94,22,8,125
Electronique,170,8.19,20,3,0
Outillage,302,3.6,20,6,0
Alimentaire,131,4.2,22,7,0
Electronique,296,46.99,9,6,0
Textile,201,73.42,10,1,47
Alimentaire,20,13.21,15,3,31
Electronique,167,12.97,13,7,0
Outillage,187,52.03,18,4,108
Outillage,102,22.62,4,7,0
Textile,149,66.26,6,2,32
Textile,201,85.57,19,9,130
Alimentaire,19,69.41,21,3,265
Textile,60,79.19,10,8,106
Textile,306,47.72,10,11,0
Electronique,140,75.24,15,5,140
Electronique,243,18.1,14,2,0
Alimentaire,226,8.01,7,1,0
Alimentaire,220,59.72,14,5,55
Electronique,165,6.57,21,2,0
Electronique,193,80.54,19,11,148
Outillage,329,62.86,21,12,54
Alimentaire,386,85.79,17,12,96
Textile,102,29.62,22,12,61
Textile,267,44.78,9,8,0
Textile,387,67.27,4,4,0
Textile,3,23.36,6,6,23
Alimentaire,313,49.68,24,4,93
Outillage,198,60.03,17,11,92
Alimentaire,387,88.14,9,6,0
Outillage,231,67.53,21,5,148
Alimentaire,335,12.4,10,9,0
Electronique,66,43.83,16,5,68
Outillage,56,53.81,9,5,71
Electronique,370,14.9,5,3,0
Outillage,210,40.01,9,1,0
Electronique,223,26.99,8,1,0
Electronique,67,12.46,15,5,13
Textile,90,47.06,4,12,0
Outillage,327,16.58,9,4,0
Alimentaire,121,53.97,15,8,94
Electronique,233,16.93,12,4,0
Electronique,126,65.68,17,4,83
Outillage,105,19.18,17,2,0
Textile,66,80.87,24,7,243
Electronique,371,4.31,21,8,0
Alimentaire,376,47.94,8,5,0
Alimentaire,46,30.17,18,7,42
Electronique,141,21.81,17,6,30
Outillage,225,43.5,16,4,67
Textile,153,76.1,20,9,127
Electronique,288,82.54,7,7,0
Textile,104,28.69,11,1,0
Alimentaire,23,15.57,21,6,39
Electronique,134,65.37,22,5,189
Alimentaire,239,53.22,4,10,0
Electronique,72,19.69,13,4,7
Electronique,326,68.91,9,12,0
Outillage,4,47.67,7,8,64
Textile,27,59.5,5,2,0
Electronique,203,33.62,15,5,0
Outillage,204,40.64,18,11,28
Textile,117,17.87,15,4,0
Outillage,103,68.57,11,9,79
Textile,27,15.82,20,10,54
Alimentaire,265,70.49,17,9,58
Textile,151,72.22,23,2,239
Textile,47,67.7,11,5,69
Textile,159,3.71,9,5,0
Electronique,374,26.04,13,5,0
Alimentaire,104,43.21,14,11,47
Electronique,357,54.41,13,1,0
Alimentaire,103,82.89,21,7,231
Electronique,74,35.05,4,12,0
Electronique,104,79.0,15,11,101
Outillage,129,16.38,13,8,0
Electronique,48,34.67,8,12,7
Outillage,235,6.6,17,5,0
Electronique,133,67.34,20,8,109
Outillage,287,15.26,15,7,0
Alimentaire,196,24.62,5,1,0
Textile,177,70.22,5,1,0
Alimentaire,188,49.06,12,11,27
Alimentaire,62,3.23,18,3,24
Alimentaire,285,2.2,10,5,0
Textile,41,46.94,10,8,57
Alimentaire,288,28.84,22,7,0
Textile,399,17.87,4,7,0
Outillage,305,56.0,5,12,0
Alimentaire,182,22.1,7,10,0
Alimentaire,125,54.11,24,12,167
Electronique,349,35.38,14,8,0
Alimentaire,102,18.43,7,12,0
Electronique,192,14.15,10,8,0
Electronique,308,22.84,24,7,0
Outillage,368,4.63,18,10,0
Electronique,368,29.12,8,11,0
Alimentaire,35,81.37,9,1,105
Outillage,359,75.16,5,11,0
Outillage,45,34.74,20,9,99
Electronique,233,52.67,6,11,18
Electronique,371,51.93,10,9,0
Alimentaire,261,74.93,11,12,30
Textile,378,22.79,17,4,0
Outillage,137,28.08,16,3,33
Electronique,125,28.56,20,3,23
Electronique,130,5.6,10,4,0
Alimentaire,142,29.69,12,3,11
Outillage,273,79.26,12,6,55
Electronique,180,82.25,4,3,0
Alimentaire,294,11.65,19,2,0
Electronique,166,42.31,15,7,35
Electronique,123,35.56,13,10,16
Outillage,76,45.06,24,2,164
Electronique,220,50.82,7,7,0
Alimentaire,359,3.78,24,8,0
Outillage,343,76.12,18,9,32
Textile,101,87.68,8,2,35
Electronique,191,59.5,18,9,66
Alimentaire,282,60.12,19,1,71
Outillage,244,48.46,11,3,0
Alimentaire,26,31.42,11,4,49
Textile,236,15.11,21,11,0
Textile,15,53.4,7,3,37
Textile,46,5.95,4,10,0
Electronique,261,74.56,17,12,75
Outillage,41,39.04,23,12,134
Outillage,135,38.5,14,4,32
Electronique,235,30.79,6,2,0
Outillage,262,87.3,15,3,80
Outillage,178,17.39,9,10,0
Textile,37,15.32,21,3,14
Alimentaire,319,16.57,16,8,0
Alimentaire,379,59.95,11,5,0
Outillage,355,89.29,17,10,46
Electronique,299,22.72,18,8,0
Outillage,160,81.69,18,8,142
Outillage,350,26.52,11,10,0
Textile,195,59.02,15,12,40
Alimentaire,54,5.56,4,5,0
Textile,340,45.62,12,7,0
Electronique,128,59.6,11,8,26
Outillage,375,49.2,15,10,0
Alimentaire,147,22.93,23,6,3
Electronique,347,74.91,24,5,103
Outillage,214,87.37,14,11,73
Textile,186,42.41,17,12,44
Textile,118,57.96,6,7,6
Electronique,334,71.56,14,2,47
Outillage,24,23.25,18,4,39
Textile,187,78.07,18,6,146
Outillage,147,26.66,24,9,31
Outillage,217,70.27,13,9,27
Electronique,101,11.86,23,10,6
Electronique,265,27.38,24,1,0
Outillage,154,48.96,16,6,47
Textile,75,48.19,5,9,6
Alimentaire,78,76.84,11,12,106
Alimentaire,278,89.66,20,2,207
Textile,104,11.43,16,11,0
Outillage,122,25.88,23,1,22
Electronique,250,33.47,21,3,17
Textile,131,44.14,5,11,0
Outillage,155,45.46,22,10,60
Alimentaire,97,77.35,11,12,98
Alimentaire,138,69.81,21,8,183
Outillage,277,3.66,14,8,0
Electronique,213,42.04,13,7,0
Alimentaire,399,56.39,5,7,0
Alimentaire,308,42.51,6,7,0
Outillage,6,13.5,16,4,0
Electronique,151,36.98,15,11,34
Alimentaire,115,38.23,15,5,21
Electronique,235,18.52,7,8,0
Outillage,106,68.56,14,9,80
Textile,386,30.28,5,7,0
Alimentaire,119,53.83,7,8,45
Alimentaire,208,47.38,14,1,50
Electronique,49,79.21,16,4,173
Outillage,363,12.74,17,6,0
Textile,364,12.06,24,5,0
Alimentaire,317,28.43,21,11,0
Alimentaire,140,39.95,11,11,4
Textile,23,28.27,20,9,69
Textile,284,69.16,6,5,0
Alimentaire,171,23.58,22,1,42
Alimentaire,396,9.46,12,10,0
Textile,279,38.41,19,11,4
Textile,215,70.06,24,6,149
Textile,394,76.85,18,10,39
Electronique,320,66.53,23,12,101
Alimentaire,183,51.09,4,7,0
Textile,7,65.73,7,3,71
Outillage,37,61.96,17,1,140
Textile,177,22.62,15,10,0
Alimentaire,224,50.47,6,7,0
Textile,12,69.81,19,2,196
Electronique,50,29.91,5,1,0
Electronique,281,59.55,24,12,96
Textile,300,44.37,7,4,0
Outillage,11,46.28,13,4,77
Outillage,203,9.92,21,8,0
Textile,32,60.63,14,5,122
Electronique,289,78.18,19,11,85
Outillage,333,14.45,18,9,0
Alimentaire,347,34.22,23,5,0
Alimentaire,239,6.28,13,4,0
Outillage,251,4.61,24,11,0
Textile,370,89.09,14,8,14
Textile,244,45.43,22,12,64
Alimentaire,178,33.29,19,5,34
Outillage,301,26.19,6,1,0
Alimentaire,236,88.24,17,11,138
Textile,336,24.2,22,3,18
Outillage,209,65.86,6,11,0
Textile,347,26.97,21,9,0
Electronique,17,8.2,6,3,0
Alimentaire,14,62.13,22,10,212
Alimentaire,39,2.14,20,1,18
Outillage,222,61.47,7,5,0
Textile,283,24.03,19,5,0
Alimentaire,86,67.66,6,8,44
Textile,62,69.74,15,7,118
Textile,344,65.72,23,8,76
Alimentaire,300,4.15,8,6,0
Alimentaire,259,63.93,7,9,0
Outillage,195,89.13,12,2,102
Textile,168,23.35,11,9,0
Electronique,8,26.13,5,1,13
Textile,75,73.59,13,2,156
Textile,358,16.11,9,9,0
Textile,135,60.13,6,2,24
Textile,281,68.44,9,10,0
Outillage,281,5.27,4,2,0
Alimentaire,123,50.73,23,2,159
Alimentaire,81,52.68,24,12,190
Electronique,276,28.7,11,3,0
Textile,37,79.12,22,11,231
Alimentaire,197,16.32,13,5,0
Alimentaire,355,34.05,23,10,0
Textile,284,76.68,7,12,0
Alimentaire,305,18.78,9,2,0
Alimentaire,33,74.28,19,4,278
Alimentaire,79,8.96,8,7,0
Alimentaire,110,45.05,21,11,124
Electronique,116,8.63,12,3,0
Outillage,77,61.66,12,3,90
Electronique,388,71.57,13,5,42
Alimentaire,65,76.79,20,3,225
Textile,283,88.35,4,4,0
Electronique,234,61.14,19,2,86
Textile,244,69.68,20,10,85
Textile,85,46.51,21,10,116
Textile,123,82.32,24,2,249
Alimentaire,242,58.65,20,7,107
Electronique,119,79.75,15,8,86
Outillage,277,22.72,13,8,0
Alimentaire,15,45.71,12,12,78
Outillage,29,66.22,21,8,147
Electronique,291,19.84,12,9,0
Electronique,246,20.6,16,1,0
Outillage,17,88.07,6,1,54
Outillage,359,40.25,10,8,0
Outillage,1,18.0,9,11,11
Outillage,382,31.17,13,5,0
Electronique,291,36.97,14,8,0
Outillage,395,56.83,19,3,10
Textile,379,83.23,13,6,18
Electronique,125,88.82,7,10,31
Electronique,302,59.35,15,8,20
Outillage,84,63.59,5,2,27
Alimentaire,188,30.32,21,11,17
Outillage,96,77.43,20,12,182
Electronique,194,21.17,8,6,0
Alimentaire,348,11.36,9,5,0
Alimentaire,174,87.65,4,7,0
Alimentaire,36,78.04,11,10,152
Textile,129,28.72,4,6,0
Outillage,314,61.42,23,1,100
Outillage,208,43.1,6,1,0
Textile,224,30.44,17,10,0
Electronique,172,27.24,15,10,0
Outillage,117,13.97,8,10,0
Textile,239,50.34,20,2,63
Textile,253,41.3,6,3,0
Textile,359,47.07,22,5,41
Outillage,247,20.95,19,3,0
Outillage,398,84.6,17,5,58
Textile,330,58.2,22,7,53
Textile,31,81.16,12,4,156
Textile,156,11.62,9,2,0
Alimentaire,153,56.81,7,5,11
Alimentaire,1,76.75,23,9,234
Textile,72,31.12,12,8,4
Electronique,304,19.17,21,4,0
Alimentaire,140,25.32,10,4,18
Textile,59,26.02,24,8,72
Outillage,114,41.35,22,3,85
Textile,109,30.68,10,11,0
Alimentaire,69,25.87,14,11,17
Alimentaire,40,59.07,20,1,167
Textile,305,6.67,8,12,0
Textile,329,31.95,4,1,0
Electronique,198,62.7,10,6,53
Textile,246,17.47,16,9,0
Alimentaire,367,21.44,6,4,0
Textile,337,19.66,11,3,0
Outillage,13,2.08,23,1,0
Outillage,381,43.69,5,9,0
Textile,26,5.43,5,1,0
Alimentaire,10,26.02,12,6,76
Alimentaire,161,89.54,4,5,11
Electronique,298,82.82,4,12,0
Outillage,32,20.93,7,12,12
Outillage,117,29.28,6,10,14
Outillage,105,42.81,21,9,56
Alimentaire,158,76.31,6,7,48
Alimentaire,394,72.63,14,5,28
Outillage,132,13.11,18,2,0
Textile,83,12.95,17,12,0
Textile,48,38.67,17,5,51
Alimentaire,79,78.57,11,6,122
Alimentaire,53,79.62,22,2,262
Textile,229,11.45,5,4,0
Outillage,168,52.54,6,8,4
Alimentaire,199,15.7,21,6,0
Outillage,332,62.38,5,8,0
Electronique,232,82.65,8,3,0
Alimentaire,62,42.02,7,1,20
Outillage,150,9.31,4,11,0
Outillage,125,52.97,6,6,16
Outillage,330,37.95,16,5,0
Alimentaire,122,73.36,17,4,160
Outillage,55,31.95,5,8,1
Outillage,294,78.99,23,7,149
Outillage,171,26.09,6,5,0
Electronique,38,15.86,18,12,35
Textile,275,28.97,20,11,0
Outillage,84,5.07,14,3,0
Outillage,347,26.75,14,8,0
Electronique,332,60.09,6,12,0
Outillage,147,14.52,9,6,0
Electronique,222,11.8,21,1,0
Alimentaire,227,13.65,11,2,0
Textile,261,8.82,4,9,0
Alimentaire,27,78.97,19,11,191
Textile,129,85.08,18,2,201
Electronique,68,6.1,5,7,0
Textile,278,68.89,5,6,0
Textile,27,66.87,6,4,71
Textile,206,89.73,5,8,0
Alimentaire,291,32.61,16,11,0
Alimentaire,379,27.12,6,3,0
Alimentaire,115,41.87,16,1,49
Alimentaire,3,77.38,7,5,122
Textile,289,66.12,24,4,141
Alimentaire,0,43.5,19,9,138
Alimentaire,26,23.52,11,7,26
Alimentaire,396,65.98,13,1,1
Electronique,345,77.2,5,5,0
Textile,283,37.2,5,9,0
Outillage,334,60.84,15,6,19
Alimentaire,30,37.22,4,7,0
Outillage,35,44.11,17,4,131
Textile,120,48.19,12,4,41
Electronique,9,70.26,6,2,50
Alimentaire,355,88.02,15,1,45
Electronique,22,41.1,15,1,91
Electronique,217,32.12,19,8,3
Alimentaire,341,34.88,8,2,0
Alimentaire,293,13.78,15,7,0
Outillage,93,28.13,21,12,41
Electronique,188,9.61,9,9,0
Outillage,219,39.65,21,7,46
Electronique,307,16.73,19,2,0
Electronique,170,32.48,13,6,0
Textile,114,71.83,22,11,194
Outillage,318,23.64,24,5,0
Textile,354,55.85,8,10,0
Electronique,195,81.3,24,9,179
Electronique,11,51.89,4,4,2
Alimentaire,200,19.05,6,2,0
Alimentaire,355,32.34,4,1,0
Outillage,395,53.95,11,4,0
Alimentaire,160,46.58,23,4,91
Electronique,60,15.08,16,8,6
Outillage,228,41.32,16,7,40
Electronique,332,49.79,5,6,0
Electronique,378,25.53,14,9,0
Alimentaire,20,55.9,12,10,135
Alimentaire,116,8.17,14,9,0
Textile,191,31.62,9,11,0
Outillage,39,72.78,8,5,62
Outillage,354,24.82,23,10,0
Alimentaire,44,55.26,15,6,106
Outillage,266,38.08,12,3,0
Textile,367,29.85,5,2,0
Electronique,274,82.62,20,2,162
Outillage,305,32.21,13,12,0
Electronique,105,22.83,12,3,0
Textile,330,82.02,18,11,79
Outillage,167,67.64,6,10,6
Electronique,24,62.0,15,6,138
Alimentaire,146,6.36,22,11,19
Alimentaire,139,13.55,13,11,0
Outillage,208,58.17,4,12,0
Electronique,105,20.43,8,6,0
Textile,184,21.86,5,4,0
Alimentaire,171,70.56,14,1,102
Electronique,130,27.16,11,11,0
Textile,278,8.3,6,11,0
Outillage,122,5.21,18,7,0
Textile,306,41.0,7,1,0
Electronique,100,56.31,11,10,66
Electronique,345,78.46,24,4,153
Alimentaire,146,11.75,5,7,0
Textile,16,19.31,9,8,13
Textile,59,48.62,10,2,16
Electronique,322,34.04,14,1,0
Textile,348,44.46,9,1,0
Alimentaire,84,83.32,24,12,286
Textile,240,49.95,4,12,0
Outillage,229,38.53,23,6,11
Textile,53,89.07,15,6,168
Electronique,180,7.74,4,5,0
Outillage,277,84.03,6,5,0
Electronique,386,46.15,6,7,0
Outillage,339,46.33,10,5,0
Electronique,39,83.13,10,8,119
Textile,95,46.64,17,5,78
Electronique,174,40.58,10,8,14
Electronique,60,25.98,19,12,27
Textile,228,59.98,10,3,0
Textile,3,52.13,9,1,82
Electronique,45,20.86,9,7,0
Outillage,18,64.43,10,2,102
Alimentaire,118,58.68,21,3,173
Alimentaire,304,36.97,9,10,0
Alimentaire,70,2.39,9,6,0
Alimentaire,394,41.3,24,7,15
Electronique,107,2.53,17,10,0
Alimentaire,17,8.6,8,2,0
Electronique,134,39.89,22,6,59
Electronique,299,9.21,7,1,0
Alimentaire,42,26.26,7,6,14
Textile,28,59.68,13,3,103
Outillage,339,29.16,18,11,0
Alimentaire,236,89.79,7,4,54
Alimentaire,137,82.63,19,3,215
Outillage,302,53.51,7,1,0
Textile,337,87.09,20,2,117
Outillage,143,78.39,6,3,22
Outillage,224,30.06,13,3,0
Outillage,4,67.96,17,9,166
Outillage,122,14.04,9,11,0
Alimentaire,238,62.24,16,11,87
Alimentaire,78,45.22,18,12,116
Alimentaire,396,3.48,17,11,0
Electronique,388,26.13,12,6,0
Textile,103,86.07,20,5,248
Textile,158,29.79,19,8,17
Outillage,75,17.97,10,4,0
Electronique,201,18.5,19,8,0
Alimentaire,49,44.17,23,12,159
Electronique,156,76.15,21,3,208
Outillage,222,68.7,19,10,119
Alimentaire,244,40.44,20,12,79
Electronique,238,20.37,20,7,0
Textile,88,6.05,10,5,0
Outillage,316,42.71,19,4,0
Outillage,276,73.7,8,3,0
Electronique,301,66.21,11,4,0
Alimentaire,187,37.96,23,9,67
Electronique,357,54.33,9,7,0
Alimentaire,155,40.39,21,3,101
Textile,322,52.95,12,7,0
Alimentaire,81,47.54,8,10,45
Electronique,98,61.93,6,1,0
Textile,210,46.68,15,1,34
Electronique,222,84.77,13,12,94
Electronique,298,39.67,14,9,0
Electronique,118,3.4,4,7,0
Electronique,349,22.8,9,11,0
Alimentaire,131,46.05,4,8,0
Outillage,213,49.57,10,7,0
Outillage,372,50.61,23,3,59
Electronique,215,64.88,7,10,0
Electronique,272,26.17,18,10,0
Alimentaire,363,60.51,4,4,0
Textile,389,63.95,15,9,0
Textile,199,38.19,23,9,55
Outillage,166,37.39,11,2,5
Alimentaire,78,17.75,8,2,0
Electronique,214,38.43,15,8,0
Electronique,367,71.24,9,8,0
Electronique,194,81.99,22,8,174
Electronique,139,54.24,21,5,92
Outillage,42,28.34,17,11,28
Alimentaire,155,62.04,17,6,132
Outillage,94,67.13,16,3,108
Textile,390,31.23,19,2,0
Textile,211,74.74,13,11,88
Alimentaire,54,8.49,24,9,40
Outillage,26,2.95,11,6,9
Electronique,340,12.82,4,3,0
Electronique,372,15.73,18,2,0
Alimentaire,305,79.35,17,2,82
Alimentaire,49,39.4,24,2,136
Textile,39,26.19,12,7,45
Textile,79,39.76,12,3,40
Textile,300,36.75,15,2,2
Alimentaire,306,28.53,12,4,0
Alimentaire,335,14.14,20,9,0
Outillage,38,59.72,12,6,84
Electronique,61,14.02,20,2,10
Textile,360,70.24,12,9,0
Textile,371,19.75,8,6,0
Outillage,290,66.36,24,3,130
Textile,42,72.89,15,9,146
Alimentaire,27,13.03,18,12,40
Alimentaire,22,9.63,16,7,36
Alimentaire,276,85.56,11,2,44
Alimentaire,338,42.75,24,4,27
Electronique,252,57.46,11,8,0
Textile,104,4.05,24,12,30
Electronique,302,26.53,13,12,0
Textile,23,46.47,4,12,9
Outillage,331,79.99,4,10,0
Outillage,356,25.89,24,7,0
Electronique,287,70.22,15,8,8
Outillage,351,60.27,12,9,0
Electronique,234,12.14,21,9,0
Alimentaire,187,27.82,16,8,0
Electronique,128,22.93,17,2,12
Electronique,368,40.94,18,11,0
Electronique,278,57.91,8,1,0
Electronique,76,40.14,5,6,0
Outillage,382,23.52,19,6,0
Electronique,23,63.24,4,12,0
Alimentaire,235,53.43,19,2,86
Textile,76,47.7,6,6,36
Outillage,265,50.79,9,5,0
Outillage,165,21.53,18,2,20
Electronique,174,61.88,17,3,104
Outillage,268,36.1,20,6,53
Textile,302,33.99,16,11,0
Electronique,152,15.18,5,5,0
Alimentaire,399,54.52,21,11,28
Outillage,199,55.03,8,9,5
Alimentaire,64,31.95,6,10,5
Electronique,2,77.67,22,11,253
Outillage,80,76.4,8,9,43
Outillage,276,11.6,15,9,0
Outillage,215,63.16,14,2,71
Outillage,135,36.66,20,9,49
Outillage,192,89.97,4,1,0
Alimentaire,335,21.8,6,9,0
Electronique,228,26.69,12,8,0
Textile,23,40.91,13,10,59
Electronique,19,25.65,20,8,46
Alimentaire,192,62.9,16,5,94
Textile,161,44.32,7,5,0
Outillage,340,21.44,24,8,0
Alimentaire,233,46.56,13,6,0
Alimentaire,302,80.21,24,5,211
Textile,234,71.73,24,6,176
Electronique,138,45.9,5,7,0
Textile,262,27.39,14,3,0
Textile,248,17.83,12,8,0
Textile,288,79.3,14,4,77
Alimentaire,75,64.49,10,4,85
Outillage,256,52.35,15,6,47
Alimentaire,114,79.39,14,2,135
Textile,316,12.71,7,8,0
Alimentaire,319,62.06,10,9,0
Electronique,249,21.07,7,12,0
Textile,378,12.61,21,4,0
Electronique,215,42.97,18,7,23
Outillage,10,36.09,12,7,78
Textile,242,84.82,12,9,26
Alimentaire,311,30.51,5,8,0
Alimentaire,40,73.71,10,10,81
Textile,41,67.9,23,11,201
Alimentaire,109,60.78,4,2,0
Alimentaire,337,83.0,7,5,0
Alimentaire,210,37.9,21,8,43
Alimentaire,390,36.29,14,7,0
Outillage,349,16.16,4,6,0
Electronique,221,26.27,14,3,0
Outillage,271,79.42,19,7,103
